vehicle_id,dealer_id,plate,year,month,max_date,monthly_score,total_penalties,total_km
198,VGIPS1,AG 9721 RN,2022,4,33:07.0,100,0,0
264,VWMPS1,AD8089OG,2022,4,42:18.0,32,68.15,157
184,VKABP1,KB 8143 ME,2022,4,14:46.0,50,50.22,1818.2
44,VWDCM1,K 7088 OW,2022,4,40:57.0,88,8.37,6591.7
200,VWMPS1,AD 9027 PM,2022,4,15:18.0,0,100.81,12.4
239,VGIPS1,P 8616 EP,2022,4,50:29.0,76,23.53,443.1
139,VWCSB1,MJEC1JG43L5188007,2022,4,26:12.0,45,54.54,2239.3
210,VWMPS1,AD 8105 AC,2022,4,53:01.0,85,14.88,2117.8
353,VLKMA2,MJEC1JG43L5188151,2022,4,53:52.0,30,70.25,36.3
338,VJHMM1,MJERK8JSKLJN23051,2022,4,02:28.0,97,0.53,6143.8
341,VGIPM1,BK 8425 EQ,2022,4,40:06.0,81,18.87,2391.5
361,VGIPS1,S 8420 UE,2022,4,59:03.0,51,49.15,3367.8
375,VGIST1,D 9069 UB,2022,4,39:36.0,0,111.48,2032.3
415,VGIPS1,W 9613 UL,2022,4,34:08.0,98,2.15,4076.8
490,VWMPS1,AB 8091 AE,2022,4,42:27.0,76,24.03,1955.9
585,VSTIU1,MJEFM8JW1LJE13673,2022,4,21:50.0,87,12.52,1523.7
731,VGIST1,B 9021 PEJ,2022,4,11:28.0,69,31.14,799.6
746,VGIST1,D 7970 AS,2022,4,58:41.0,28,68.76,4640.9
962,VWCMC1,MJEC1JG43L5188364,2022,4,21:09.0,76,24.05,838
979,VWCKM1,MJEC1JG43L5188390,2022,4,25:35.0,31,69.48,3899.2
1060,VJDMI1,B 9693 TIS,2022,4,04:22.0,17,82.59,5947.6
1079,VSGRM1,BM 9389 TZ,2022,4,53:43.0,99,1.38,36.3
1111,VJDMI1,MJEC1JG51L5005074,2022,4,54:54.0,81,19.33,671
1421,VSGLM1,BD 8102 BU,2022,4,34:02.0,51,48.64,1276.6
1621,VJHMM1,MJEC1JG43L5188561,2022,4,59:50.0,100,0,0
36,VWDCM1,AA 7034 OD,2022,4,54:56.0,96,3.6,6370.7
12,VWDCM1,AA 7023 OD,2022,4,07:47.0,0,148.59,6818
17,VWDCM1,AA7526OB,2022,4,34:19.0,36,61.05,2922.3
1786,VSGRM1,ATN 75,2022,4,02:03.0,83,16.84,2761.9
38,VWDCM1,K 1570 BW,2022,4,41:37.0,75,22.46,4082.1
40,,K 1570 GW,2022,4,13:30.0,92,4.08,6738.1
108,VGIST1,D 8772 TO,2022,4,51:31.0,80,20.29,595.1
112,VWCMC1,MJEC1JG43L5187998,2022,4,21:08.0,66,34.29,1792
148,VJARM1,A 9349 ZB,2022,4,36:50.0,74,26.35,1485.8
149,VJARM1,B9123JYT,2022,4,11:14.0,56,43.97,1793.2
161,VSGRM1,BM 9277 TZ,2022,4,06:39.0,97,2.88,147.6
129,VWCSB1,MJEC1JG43L5188008,2022,4,40:52.0,71,29.27,1614.5
121,VGIPM1,MJEC1JG43L5187990,2022,4,24:36.0,85,15.19,436.2
123,VJARM1,A 9350 ZB,2022,4,48:43.0,12,87.62,1145.4
254,VGIPM1,BK 8184 TQ,2022,4,38:49.0,48,51.67,2118.3
287,VWCMC1,MJEFM8JN1LJE32948,2022,4,18:14.0,96,4.21,1203.6
288,VKAMP1,MJEFM8JN1LJE32950,2022,4,10:02.0,0,139.11,3294.7
1331,VSGRM1,BM 9632 FU,2022,4,08:25.0,96,3.5,2492.2
1446,VLKMA2,MJEC1JG43L5188817,2022,4,00:34.0,100,0,0
1460,VJHMM1,B 9606 NYV,2022,4,05:46.0,84,15.61,1851.6
1618,VJHMM1,A 9904 EA,2022,4,02:52.0,50,49.52,20.7
1447,VLKMA2,MJEC1JG43L5188516,2022,4,41:40.0,33,66.5,2149.1
1483,VLKMA2,MJEC1JG43L5188500,2022,4,39:09.0,17,82.63,787.5
1518,VKABP1,KB 665 XX,2022,4,43:46.0,74,25.91,3765.8
1619,VJDMI1,B 9624 TIS,2022,4,53:32.0,0,171.75,487.2
1625,VGRMM1,BP9519HI,2022,4,35:51.0,1,98.88,26.8
1631,VWCKM1,MJERK8JSKLJN23112,2022,4,15:24.0,74,22.74,6877.9
1444,VLKMA2,MJEC1JG43L5188523,2022,4,32:15.0,81,18.61,1769.3
1610,VGIPJ1,MJEC1JG43L5188582,2022,4,17:58.0,0,100,6.5
1642,VJBJI1,MJEC1JG41L5188477,2022,4,26:47.0,50,50.04,884.8
1663,VGIPS1,MJEC1JG43L5188599,2022,4,08:39.0,68,32.46,7.7
1682,VSJIM1,BH 8773 MW,2022,4,46:16.0,0,137.31,1211.9
1691,VJHMM1,MJEC1JG43L5188593,2022,4,39:29.0,47,53.3,107.9
1659,VGIPJ1,MJEC1JG43L5188592,2022,4,29:09.0,85,14.97,21.7
1683,VSJIM1,BH 8769 MW,2022,4,31:11.0,100,0,0
3,VWDCM1,AA 7023 OD,2022,4,33:24.0,100,0,0
79,VJMGI1,MJERK8JSKLJN23031,2022,4,44:29.0,89,10.47,4435.9
1802,VLKMS1,MJEC1JG41L5188344,2022,4,10:56.0,92,8.3,177.7
1815,VSGRM1,BM 9634 FU,2022,4,50:26.0,81,19.27,4527.2
57,VJHMM1,MJEAK8JRKLJF16107,2022,4,50:08.0,99,0.5,941.3
113,VLNMM1,MJEC1JG43L5187996,2022,4,47:40.0,92,7.75,1078.2
116,VJDMI1,MJEC1JG43L5187926,2022,4,49:53.0,57,43.4,14.4
217,VWDCM1,K 7099 OW,2022,4,56:36.0,9,88.18,6259.4
305,VGIPS1,L 8211 AE,2022,4,36:11.0,70,29.66,63.2
276,VJDMI1,A 9135 U,2022,4,57:12.0,63,36.75,278.9
321,VSTIU1,BK 8644 EQ,2022,4,50:17.0,88,12.16,2531.3
323,VJDMI1,B 9235 FXV,2022,4,07:35.0,84,16.22,157.2
336,VGIPS1,L8648AC,2022,4,37:30.0,68,31.46,365.5
374,VSTIU1,MJEFM8JW1LJE13671,2022,4,26:52.0,92,8.34,1850.6
381,VLPMA1,MJEC1JG43L5188163,2022,4,32:24.0,90,10.06,1637.3
400,VLNPI1,DB 8227 EH,2022,4,24:42.0,87,13.03,3009.5
476,VJDMI1,B 9228 FXV,2022,4,18:05.0,79,21.08,380.6
608,VJDMI1,B 9657 TIS,2022,4,46:37.0,2,98.12,4606.7
730,VLKMA2,MJEC1JGX1L5037264,2022,4,01:28.0,55,44.52,2672.6
784,VPKAK1,PB 9993 SA,2022,4,16:11.0,0,170.79,806.5
812,VJHMM1,MJEFM8JN1LJE33081,2022,4,02:32.0,0,156.47,1214.5
813,VLKMA2,MJEFM8JN1LJE33075,2022,4,17:23.0,72,28.11,923
825,VWCSB1,DK 8526 BK,2022,4,58:20.0,72,27.91,3774.2
908,VJDMI1,B 9309 KYY,2022,4,44:07.0,0,146.33,968.7
408,VSTIU1,MJEFM8JW1LJE13672,2022,4,28:34.0,93,6.68,1888.9
498,VJDMI1,B 9231 FXV,2022,4,41:08.0,84,15.99,270.5
513,VLPMA1,MJEC1JG43L5188233,2022,4,59:36.0,20,80.44,1488.6
313,VSVBM1,BA 9159 AE,2022,4,22:41.0,79,21.45,263.4
315,VPKAK1,PB 9127 K,2022,4,00:16.0,0,108.71,490.1
390,VLKMA2,MJEC1JG43L5188152,2022,4,32:25.0,39,60.73,570.9
1160,VSPPR1,BG 8006 AH,2022,4,45:46.0,0,111.65,230.4
1189,VJARM1,MJEFM8JN1LJE32978,2022,4,16:56.0,12,88.25,5425.1
1195,VJHMM1,B 9598 NYV,2022,4,08:30.0,82,18.25,1178.4
1206,VWCKM1,MJEC1JG43L5188425,2022,4,17:57.0,51,48.91,816.3
1309,VJBJI1,MJEC1JG41L5188552,2022,4,14:11.0,36,64.02,677.1
1364,VSPLR1,BE 9036 FU,2022,4,53:45.0,91,9.03,260.3
1373,VKPPK1,MJEFM8JN1LJE33194,2022,4,30:41.0,0,120.82,2721.5
1590,VJARM1,T 9776 AB,2022,4,04:17.0,34,66.4,1673.9
1636,VLNPI1,DL8413BA,2022,4,30:11.0,31,68.56,77.3
1678,VKABP1,KB 8436 AY,2022,4,27:02.0,13,87.16,446.6
1722,VSPPR1,MJEFM2PL1LJM10273,2022,4,49:29.0,0,134.11,668.5
1784,VKPPK1,KT 8297 RP,2022,4,56:44.0,81,19.34,230.1
7,VWDCM1,AA 7021 OD,2022,4,47:03.0,96,4.23,5183.6
9,VWDCM1,AA 7027 OD,2022,4,47:08.0,74,25.51,7303.9
100,VJHMM1,B9957FCK,2022,4,50:28.0,88,12.4,155.2
106,VJBJI1,B9313PCQ,2022,4,36:49.0,66,33.83,36.2
1808,VSGRM1,ATN 65,2022,4,19:00.0,92,8.46,1808.9
5,VWDCM1,AA 7030 OD,2022,4,10:19.0,87,12.97,7080
154,VWCMC1,MJEC1JG43L5187999,2022,4,41:00.0,82,17.91,160.5
157,VWCSB1,DK 8042 TC,2022,4,02:02.0,14,85.68,1796.3
169,VJARM1,B9766BDI,2022,4,55:46.0,85,15.35,239.4
193,VLNMM1,MJEC1JG43L5188076,2022,4,02:16.0,91,9.4,71.8
195,VGIPJ1,B 9766 PYX,2022,4,44:55.0,73,26.79,870.8
275,VGIPS1,L 8522 AE,2022,4,05:23.0,77,22.32,959.7
760,VGIPS1,AG 8115 UF,2022,4,05:54.0,49,51.42,4805.3
865,VKPPK1,KT 8375 RP,2022,4,46:23.0,59,41.4,2889.5
903,VKAMP1,MJEC1JG43L5188362,2022,4,13:27.0,0,105.87,28.1
925,VGIPS1,AG 9789 UW,2022,4,44:08.0,0,177.67,1597.2
967,VSPLR1,BE 8619 YX,2022,4,58:54.0,0,356.57,3271.9
1184,VJHAM1,L 9976 UR,2022,4,30:20.0,58,41.88,1817.2
1311,VJBJI1,MJEC1JG41L5188554,2022,4,32:45.0,68,32.24,838.1
1315,VGIPS1,AG9653UR,2022,4,02:37.0,100,0,0
1329,VJHMM1,B 9593 NYV,2022,4,17:41.0,84,15.9,1089.4
1489,VJBJI1,MJEC1JG41L5188478,2022,4,33:56.0,69,31.39,685.7
1584,VLNPN1,DM 8796 BA,2022,4,34:07.0,100,0,0
404,VKAAJ1,MJEC1JG43L5188165,2022,4,52:25.0,73,27.19,1231.8
406,VJDMI1,MJEFG8JE1LJB13774,2022,4,05:51.0,60,39.73,1593.9
544,VJDMI1,B 9453 TEJ,2022,4,33:50.0,63,37.34,1405.2
568,VJDMI1,B 9948 FCK,2022,4,31:35.0,66,33.93,2643.6
582,VWCKM1,MJEFL8JN1LJB11363,2022,4,08:10.0,88,12.29,3329.1
436,VJDMI1,T 9187 DG,2022,4,00:28.0,78,22.07,1173.3
487,VJDMI1,B 9977 FCK,2022,4,11:41.0,78,22.1,1634.2
520,VJMGI1,-,2022,4,41:31.0,100,0,2509.5
666,VLNMM1,DE 8639 MU,2022,4,29:56.0,72,27.58,1627.4
665,VJDMI1,MJEFM8JN1LJE33010,2022,4,58:09.0,47,52.76,5467.3
702,VWDCM1,H7019OE,2022,4,06:48.0,92,5.4,6799.1
766,VSPPR1,BG 8762 JF,2022,4,14:05.0,79,21.3,769.7
803,VJDMI1,B 9930 UCV,2022,4,50:50.0,87,12.71,318.8
736,VLKMA2,MJEC1JG53L5005029,2022,4,04:35.0,89,11.01,1964.1
769,VGIPS1,MJEC1JG43L5188305,2022,4,42:58.0,79,21.36,19.9
790,VGIPS1,MJEFM8JN1LJE33063,2022,4,21:44.0,18,81.73,1600.4
937,VJDMI1,B 9746 PYX,2022,4,36:55.0,97,3.47,7.2
881,VWCMC1,MJEC1JG43L5188375,2022,4,45:59.0,0,201.53,81.5
1058,VKMPM1,MJEFM8JN1LJE33138,2022,4,43:27.0,0,119.25,2527.6
1101,VJDMI1,B 9310 KYY,2022,4,25:03.0,0,146.08,892.5
1130,VLKMA2,MJEC1JG43L5188442,2022,4,20:21.0,84,16.33,990
909,VSPLR1,BE 9390 YV,2022,4,35:24.0,98,1.68,1999
930,VKABP1,D26 - KB 653 XX,2022,4,38:29.0,71,29.09,1280.1
1078,VWCSB1,MJEC1JG43L5188436,2022,4,34:10.0,77,22.4,423
991,VSPLR1,BE 8625 YX,2022,4,09:58.0,0,372.51,2343.6
1070,VSCLM1,BG 8362 OH,2022,4,47:42.0,94,5.92,950.5
1093,VGIPS1,MJEFG8JE1LJB13797,2022,4,00:36.0,100,0,520
1116,VWDCM1,G7026OD,2022,4,52:15.0,87,9.23,5541.6
1157,VSPLR1,BE 9388 YV,2022,4,57:45.0,98,2.39,1479.4
1167,VWCKM1,MJEFM8JN1LJE32916,2022,4,51:39.0,22,77.88,426.6
1170,VJHAM1,L 8078 US,2022,4,15:35.0,70,29.92,1951
1197,VJDMI1,B9159NFU,2022,4,17:53.0,85,15.25,2479.6
1174,VWCSB1,MJEC1JG43L5188446,2022,4,10:13.0,69,30.55,2857.7
1399,VJBJI1,MJEC1JG41L5188551,2022,4,12:03.0,34,66.32,510.4
